BusStopCode,RoadName,Description,FullName,Latitude,Longitude
52321,Lor 6 Toa Payoh,Aft SAFRA Toa Payoh,52321 - Aft SAFRA Toa Payoh,1.33126,103.85271
52329,Lor 6 Toa Payoh,Aft Lor 4 Toa Payoh,52329 - Aft Lor 4 Toa Payoh,1.33147,103.85269
52331,Lor 6 Toa Payoh,Blk 27,52331 - Blk 27,1.33246,103.85581
52339,Lor 6 Toa Payoh,Opp Blk 26,52339 - Opp Blk 26,1.33287,103.85586
52341,Lor 6 Toa Payoh,Pei Chun Public Sch,52341 - Pei Chun Public Sch,1.33626,103.85562
52349,Lor 6 Toa Payoh,United Medicare Ctr,52349 - United Medicare Ctr,1.33619,103.85544
52351,Lor 6 Toa Payoh,Blk 2,52351 - Blk 2,1.33837,103.85328
52359,Lor 6 Toa Payoh,Blk 52,52359 - Blk 52,1.33863,103.85269
52361,Lor 6 Toa Payoh,Blk 1,52361 - Blk 1,1.33974,103.85298
52369,Lor 6 Toa Payoh,Blk 237,52369 - Blk 237,1.34002,103.85273
52371,Lor 8 Toa Payoh,First Toa Payoh Pr Sch,52371 - First Toa Payoh Pr Sch,1.33993,103.85652
52381,Lor 8 Toa Payoh,Braddell Tech Bldg,52381 - Braddell Tech Bldg,1.33989,103.85831
52389,Lor 8 Toa Payoh,Blk 227,52389 - Blk 227,1.33973,103.85808
52391,Lor 8 Toa Payoh,Opp Blk 231,52391 - Opp Blk 231,1.33765,103.85988
52399,Lor 8 Toa Payoh,Blk 231,52399 - Blk 231,1.33696,103.85973
52401,Jln Rajah,Blk 102,52401 - Blk 102,1.3283,103.85083
52409,Jln Rajah,Opp Blk 102,52409 - Opp Blk 102,1.32802,103.85105
52411,Jln Rajah,Blk 105,52411 - Blk 105,1.3283,103.85381
52419,Jln Rajah,Opp Blk 105,52419 - Opp Blk 105,1.32803,103.85392
52421,Lor 7 Toa Payoh,Blk 12,52421 - Blk 12,1.33623,103.85743
52429,Lor 7 Toa Payoh,Blk 17A,52429 - Blk 17A,1.33631,103.85713
52431,Lor 7 Toa Payoh,Blk 5,52431 - Blk 5,1.33832,103.85553
52439,Lor 7 Toa Payoh,Opp Blk 5,52439 - Opp Blk 5,1.33825,103.85541
52441,Lor 1 Toa Payoh,Blk 202,52441 - Blk 202,1.34083,103.84976
52449,Lor 1 Toa Payoh,Toa Payoh Police Ctr,52449 - Toa Payoh Police Ctr,1.34045,103.85
52451,Whampoa Rd,Blk 114,52451 - Blk 114,1.32532,103.85732
52479,Ah Hood Rd,Opp EAIM,52479 - Opp EAIM,1.3275,103.84579
52481,Lor 8 Toa Payoh,Toa Payoh Polyclinic,52481 - Toa Payoh Polyclinic,1.33525,103.85859
52489,Lor 8 Toa Payoh,Opp Toa Payoh Polyclinic,52489 - Opp Toa Payoh Polyclinic,1.33536,103.85871
52499,Whampoa Rd,St. Michael's Ter,52499 - St. Michael's Ter,1.32604,103.85537
52501,Lor 6 Toa Payoh,Toa Payoh Swim Cplx,52501 - Toa Payoh Swim Cplx,1.3309,103.85012
52509,Lor 6 Toa Payoh,Aft HDB Hub,52509 - Aft HDB Hub,1.33116,103.85018
52529,Lor 8 Toa Payoh,Bef Blk 221,52529 - Bef Blk 221,1.34133,103.85733
52531,Lor 8 Toa Payoh,Opp Blk 210 Mkt/FC,52531 - Opp Blk 210 Mkt/FC,1.33976,103.8545
52539,Lor 8 Toa Payoh,Blk 210 Mkt/FC,52539 - Blk 210 Mkt/FC,1.33992,103.85386
52551,Toa Payoh Lk,Caldecott Stn Exit 4,52551 - Caldecott Stn Exit 4,1.33634,103.83985
52559,Toa Payoh Lk,Caldecott Stn Exit 1,52559 - Caldecott Stn Exit 1,1.33648,103.83967
52561,Kim Keat Ave,Blk 269A,52561 - Blk 269A,1.33319,103.85968
52569,Kim Keat Ave,Opp Blk 269A,52569 - Opp Blk 269A,1.33312,103.85979
52571,Toa Payoh East,Blk 268A,52571 - Blk 268A,1.33289,103.85808
52579,Toa Payoh East,Blk 259,52579 - Blk 259,1.33295,103.85803
52581,Toa Payoh Lk,Bef Caldecott Stn Exit 4,52581 - Bef Caldecott Stn Exit 4,1.33713,103.83978
53009,Bishan St 13,Bishan Int,53009 - Bishan Int,1.35046,103.84988
53011,Upp Thomson Rd,St. Theresa's Hme,53011 - St. Theresa's Hme,1.34555,103.83826
53019,Upp Thomson Rd,Opp St. Theresa's Hme,53019 - Opp St. Theresa's Hme,1.346,103.83872
53021,Upp Thomson Rd,Lakeview Estate,53021 - Lakeview Estate,1.34968,103.83652
53029,Upp Thomson Rd,Shunfu Est,53029 - Shunfu Est,1.34939,103.83729
53039,Upp Thomson Rd,Thomson CC,53039 - Thomson CC,1.35145,103.83591
53041,Upp Thomson Rd,Bef Thomson Ridge,53041 - Bef Thomson Ridge,1.3531,103.83434
53049,Upp Thomson Rd,Bef Jln Todak,53049 - Bef Jln Todak,1.35363,103.83422
53051,Upp Thomson Rd,Upp Thomson Stn Exit 5,53051 - Upp Thomson Stn Exit 5,1.355,103.8316
53059,Upp Thomson Rd,Upp Thomson Stn Exit 2,53059 - Upp Thomson Stn Exit 2,1.35547,103.83122
53061,Upp Thomson Rd,Bef Windsor Pk Rd,53061 - Bef Windsor Pk Rd,1.35716,103.82884
53069,Upp Thomson Rd,Aft Windsor Pk Rd,53069 - Aft Windsor Pk Rd,1.35777,103.82894
53071,Upp Thomson Rd,Opp Flame Tree Pk,53071 - Opp Flame Tree Pk,1.36063,103.82834
53079,Upp Thomson Rd,Flame Tree Pk,53079 - Flame Tree Pk,1.36083,103.82864
53081,Upp Thomson Rd,Opp Faber Gdn,53081 - Opp Faber Gdn,1.36319,103.82783
53089,Upp Thomson Rd,Faber Gdn,53089 - Faber Gdn,1.36398,103.8282
53091,Upp Thomson Rd,Bef Ang Mo Kio Ave 1,53091 - Bef Ang Mo Kio Ave 1,1.36482,103.82792
53099,Upp Thomson Rd,Aft Ang Mo Kio Ave 1,53099 - Aft Ang Mo Kio Ave 1,1.36661,103.82843
53111,Marymount Rd,Bef Marymount Lane,53111 - Bef Marymount Lane,1.3455,103.8389
53119,Marymount Rd,Aft Bishan St 21,53119 - Aft Bishan St 21,1.34706,103.83945
53121,Marymount Rd,Marymount Stn,53121 - Marymount Stn,1.35017,103.83947
53129,Marymount Rd,Opp Marymount Stn,53129 - Opp Marymount Stn,1.34968,103.83978
53131,Marymount Rd,Aft Jadescape,53131 - Aft Jadescape,1.35316,103.84031
53139,Marymount Rd,Marymount View,53139 - Marymount View,1.35302,103.84061
53141,Marymount Rd,Opp Whitley Sec Sch,53141 - Opp Whitley Sec Sch,1.35567,103.84133
53149,Marymount Rd,Whitley Sec Sch,53149 - Whitley Sec Sch,1.35548,103.84161
53151,Marymount Rd,Opp Blk 263A CP,53151 - Opp Blk 263A CP,1.358,103.84111
53159,Marymount Rd,Blk 260,53159 - Blk 260,1.35861,103.84127
53161,Marymount Rd,Marymount CC,53161 - Marymount CC,1.36221,103.84206
53169,Marymount Rd,Blk 254,53169 - Blk 254,1.36217,103.84251
53171,Sin Ming Rd,Blk 23,53171 - Blk 23,1.35466,103.83631
53179,Sin Ming Rd,Sin Ming Plaza,53179 - Sin Ming Plaza,1.35304,103.83584
53181,Sin Ming Rd,Amtech Bldg,53181 - Amtech Bldg,1.35607,103.83781
53189,Sin Ming Rd,Blk 25,53189 - Blk 25,1.35496,103.83681
53191,Sin Ming Rd,Blk 7 Ind Est,53191 - Blk 7 Ind Est,1.35838,103.83909
53199,Sin Ming Rd,Blk 22A CP,53199 - Blk 22A CP,1.35755,103.83899
53201,Sin Ming Dr,Opp NEA Reg Off,53201 - Opp NEA Reg Off,1.36129,103.8385
53209,Sin Ming Dr,Aft NEA Reg Off,53209 - Aft NEA Reg Off,1.361,103.83853
53211,Bishan Rd,Opp Raffles Instn,53211 - Opp Raffles Instn,1.34707,103.84713
53219,Bishan Rd,Raffles Instn,53219 - Raffles Instn,1.34606,103.84658
53221,Bishan St 11,Blk 115,53221 - Blk 115,1.34817,103.84845
53229,Bishan St 11,Blk 501,53229 - Blk 501,1.34822,103.84927
53231,Bishan Rd,Bishan Stn,53231 - Bishan Stn,1.3509,103.84798
53239,Bishan Rd,Opp Bishan Stn,53239 - Opp Bishan Stn,1.351,103.84764
53241,Bishan Rd,Opp Blk 217,53241 - Opp Blk 217,1.35616,103.84996
53249,Bishan Rd,Blk 210,53249 - Blk 210,1.35538,103.84912
53251,Bishan St 11,Blk 125,53251 - Blk 125,1.34679,103.852
53259,Bishan St 11,Opp Blk 125,53259 - Opp Blk 125,1.34712,103.852
53261,Bishan St 14,Opp Bishan Stadium,53261 - Opp Bishan Stadium,1.35286,103.85179
53269,Bishan St 14,Bishan Stadium,53269 - Bishan Stadium,1.35336,103.85112
53271,Bishan St 13,Opp Kuo Chuan Presby Sch,53271 - Opp Kuo Chuan Presby Sch,1.34935,103.85392
53279,Bishan St 13,Kuo Chuan Presby Sch,53279 - Kuo Chuan Presby Sch,1.3497,103.85391
53281,Bishan St 13,Blk 169,53281 - Blk 169,1.34666,103.85432
53289,Bishan St 13,Zion Bible Presby Ch,53289 - Zion Bible Presby Ch,1.34721,103.85458
53291,Shunfu Rd,Shunfu Mart,53291 - Shunfu Mart,1.35231,103.83711
53299,Shunfu Rd,Bef Jadescape,53299 - Bef Jadescape,1.35174,103.83795
53301,Bishan St 21,Raffles Instn,53301 - Raffles Instn,1.34861,103.84592
53309,Bishan St 21,Opp Raffles Instn,53309 - Opp Raffles Instn,1.34849,103.84527
53311,Bishan St 21,Opp Bosch,53311 - Opp Bosch,1.34685,103.84162
53319,Bishan St 21,Bosch,53319 - Bosch,1.34723,103.84125
53321,Sin Ming Ave,Opp Eunoia JC,53321 - Opp Eunoia JC,1.36135,103.84029
53329,Sin Ming Ave,Eunoia JC,53329 - Eunoia JC,1.36154,103.8405
53331,Sin Ming Ave,Bef Bright Hill Tp,53331 - Bef Bright Hill Tp,1.36301,103.83662
53339,Sin Ming Ave,Opp Bright Hill Tp,53339 - Opp Bright Hill Tp,1.36313,103.83678
53341,Sin Ming Ave,Bright Hill Stn Exit 2,53341 - Bright Hill Stn Exit 2,1.36356,103.83394
53349,Sin Ming Ave,Bright Hill Stn Exit 1,53349 - Bright Hill Stn Exit 1,1.36374,103.83379
53351,Sin Ming Ave,Ai Tong Sch,53351 - Ai Tong Sch,1.36081,103.83212
53359,Sin Ming Ave,Opp Ai Tong Sch,53359 - Opp Ai Tong Sch,1.36126,103.83196
53361,Sin Ming Ave,Blk 454,53361 - Blk 454,1.3593,103.83032
53369,Sin Ming Ave,Opp Blk 454,53369 - Opp Blk 454,1.35947,103.83015
53371,Bishan St 22,Blk 257,53371 - Blk 257,1.35994,103.8438
53379,Bishan St 22,Blk 245,53379 - Blk 245,1.36019,103.84386
53381,Bishan St 22,Bishan Nth Shop Mall,53381 - Bishan Nth Shop Mall,1.3583,103.84496
53389,Bishan St 22,Opp Bishan Nth Shop Mall,53389 - Opp Bishan Nth Shop Mall,1.35804,103.84517
53391,Bishan St 22,Opp Blk 203,53391 - Opp Blk 203,1.35444,103.84696
53399,Bishan St 22,Blk 202,53399 - Blk 202,1.35464,103.84702
53401,Bishan St 12,Guangyang Sec Sch,53401 - Guangyang Sec Sch,1.34542,103.85049
53409,Bishan St 12,Blk 131,53409 - Blk 131,1.34535,103.85127
53419,Bishan St 12,Opp Guangyang Pr Sch,53419 - Opp Guangyang Pr Sch,1.3464,103.84981
53421,Bishan St 11,Blk 151A Mkt,53421 - Blk 151A Mkt,1.34566,103.85538
53439,Bishan St 23,Blk 228,53439 - Blk 228,1.35763,103.84721
53509,Sin Ming Dr,LTA Sin Ming Office,53509 - LTA Sin Ming Office,1.35683,103.8365
53519,Sin Ming Dr,Sin Ming Autocity,53519 - Sin Ming Autocity,1.35962,103.83784
54009,Ang Mo Kio Ave 8,Ang Mo Kio Int,54009 - Ang Mo Kio Int,1.36969,103.84857
54011,Ang Mo Kio Ave 6,Blk 207,54011 - Blk 207,1.36567,103.84341
54019,Ang Mo Kio Ave 6,Blk 307A,54019 - Blk 307A,1.36619,103.84418
54031,Ang Mo Kio Ave 6,Opp Al-Muttaqin Mque,54031 - Opp Al-Muttaqin Mque,1.37009,103.84534
54039,Ang Mo Kio Ave 6,Bef Al-Muttaqin Mque,54039 - Bef Al-Muttaqin Mque,1.37092,103.84564
54041,Ang Mo Kio Ave 6,Opp Courts Ang Mo Kio,54041 - Opp Courts Ang Mo Kio,1.37368,103.84504
54049,Ang Mo Kio Ave 6,Courts Ang Mo Kio,54049 - Courts Ang Mo Kio,1.37303,103.84534
54051,Ang Mo Kio Ave 6,Bef Ang Mo Kio Ave 5,54051 - Bef Ang Mo Kio Ave 5,1.37656,103.84496
54059,Ang Mo Kio Ave 6,Bef Ang Mo Kio Lib,54059 - Bef Ang Mo Kio Lib,1.37628,103.84498
54061,Ang Mo Kio Ave 1,Blk 244,54061 - Blk 244,1.36729,103.83404
54069,Ang Mo Kio Ave 1,Opp Blk 244,54069 - Opp Blk 244,1.36692,103.83406
54071,Ang Mo Kio Ave 1,Blk 310C,54071 - Blk 310C,1.36434,103.84491
54079,Ang Mo Kio Ave 1,Opp Blk 315,54079 - Opp Blk 315,1.3639,103.84586
54081,Ang Mo Kio Ave 1,Teck Ghee Ct,54081 - Teck Ghee Ct,1.36359,103.84787
54089,Ang Mo Kio Ave 1,Opp Ang Mo Kio Swim Cplx,54089 - Opp Ang Mo Kio Swim Cplx,1.36297,103.84849
54091,Ang Mo Kio Ave 1,Blk 331,54091 - Blk 331,1.36168,103.85093
54099,Ang Mo Kio Ave 1,Opp Blk 333,54099 - Opp Blk 333,1.36119,103.85105
54101,Ang Mo Kio Ave 1,Aft Ang Mo Kio Ave 10,54101 - Aft Ang Mo Kio Ave 10,1.35732,103.85466
54109,Ang Mo Kio Ave 1,Bef Ang Mo Kio Ave 10,54109 - Bef Ang Mo Kio Ave 10,1.35708,103.85434
54161,Ang Mo Kio St 11,Opp Blk 255,54161 - Opp Blk 255,1.37108,103.83483
54169,Ang Mo Kio St 11,Blk 255,54169 - Blk 255,1.3709,103.83477
54181,Ang Mo Kio Ave 4,Mayflower Stn Exit 6,54181 - Mayflower Stn Exit 6,1.37053,103.83653
54189,Ang Mo Kio Ave 4,Mayflower Stn Exit 5,54189 - Mayflower Stn Exit 5,1.37047,103.83679
54191,Ang Mo Kio Ave 4,Mayflower Stn Exit 2,54191 - Mayflower Stn Exit 2,1.37447,103.83756
54199,Ang Mo Kio Ave 4,Bef Mayflower Stn Exit 3,54199 - Bef Mayflower Stn Exit 3,1.3743,103.83767
54201,Ang Mo Kio Ave 4,Opp Blk 155,54201 - Opp Blk 155,1.37597,103.83927
54209,Ang Mo Kio Ave 4,Bet Blks 152/155,54209 - Bet Blks 152/155,1.37638,103.83952
54211,Ang Mo Kio Ave 3,Mayflower Sec Sch,54211 - Mayflower Sec Sch,1.36861,103.83635
54219,Ang Mo Kio Ave 3,Opp Mayflower Sec Sch,54219 - Opp Mayflower Sec Sch,1.36881,103.83679
54221,Ang Mo Kio Ave 3,Opp Ang Mo Kio Pr Sch,54221 - Opp Ang Mo Kio Pr Sch,1.36996,103.83959
54229,Ang Mo Kio Ave 3,Ang Mo Kio Pr Sch,54229 - Ang Mo Kio Pr Sch,1.36961,103.83993
54231,Ang Mo Kio Ave 3,Blk 129,54231 - Blk 129,1.36966,103.84194
54239,Ang Mo Kio Ave 3,Blk 209,54239 - Blk 209,1.36919,103.84332
54241,Ang Mo Kio Ave 3,Blk 700B,54241 - Blk 700B,1.36914,103.84618
54247,Ang Mo Kio Ave 3,Blk 322,54247 - Blk 322,1.36874,103.84719
54248,Ang Mo Kio Ave 3,Blk 324,54248 - Blk 324,1.36875,103.84661
54251,Ang Mo Kio Ave 5,Aft Grandeur 8,54251 - Aft Grandeur 8,1.37689,103.84617
54259,Ang Mo Kio Ave 5,Opp Grandeur 8,54259 - Opp Grandeur 8,1.37721,103.84628
54261,Ang Mo Kio Ave 3,Aft Ang Mo Kio Stn Exit A,54261 - Aft Ang Mo Kio Stn Exit A,1.36947,103.85075
54269,Ang Mo Kio Ave 3,Opp Ang Mo Kio Stn,54269 - Opp Ang Mo Kio Stn,1.36921,103.85112
54271,Ang Mo Kio Ave 3,Blk 586,54271 - Blk 586,1.36996,103.85357
54279,Ang Mo Kio Ave 3,Blk 427,54279 - Blk 427,1.36969,103.85405
54281,Ang Mo Kio Ave 3,Blk 570,54281 - Blk 570,1.36969,103.85517
54289,Ang Mo Kio Ave 3,Blk 452,54289 - Blk 452,1.36915,103.85599
54291,Ang Mo Kio Ave 3,Blk 564,54291 - Blk 564,1.36919,103.85886
54299,Ang Mo Kio Ave 3,Opp Blk 565,54299 - Opp Blk 565,1.3689,103.85833
54301,Ang Mo Kio Ave 3,Blk 5022,54301 - Blk 5022,1.3702,103.86285
54309,Ang Mo Kio Ave 3,Opp Blk 5022,54309 - Opp Blk 5022,1.36989,103.86307
54311,Ang Mo Kio Ave 8,Blk 332,54311 - Blk 332,1.36144,103.85258
54319,Ang Mo Kio Ave 8,Opp Christ The King Ch,54319 - Opp Christ The King Ch,1.36206,103.85305
54321,Ang Mo Kio Ave 8,Blk 354,54321 - Blk 354,1.36398,103.85238
54329,Ang Mo Kio Ave 8,Blk 420,54329 - Blk 420,1.3645,103.85248
54331,Ang Mo Kio Ave 8,Blk 346,54331 - Blk 346,1.36719,103.85057
54339,Ang Mo Kio Ave 8,Blk 422,54339 - Blk 422,1.36784,103.85058
54341,Ang Mo Kio Ave 8,Opp Blk 504,54341 - Opp Blk 504,1.37462,103.84782
54349,Ang Mo Kio Ave 8,Blk 504,54349 - Blk 504,1.37477,103.84811
54351,Ang Mo Kio Ave 5,Nanyang Poly,54351 - Nanyang Poly,1.37648,103.85003
54359,Ang Mo Kio Ave 5,Blk 502,54359 - Blk 502,1.37615,103.84999
54369,Ang Mo Kio Ind Pk 1,Opp Blk 4025,54369 - Opp Blk 4025,1.35875,103.85588
54371,Ang Mo Kio Ave 10,Blk 409 Mkt/FC,54371 - Blk 409 Mkt/FC,1.36238,103.85568
54379,Ang Mo Kio Ave 10,Blk 475,54379 - Blk 475,1.36289,103.85595
54381,Ang Mo Kio Ave 10,Blk 443,54381 - Blk 443,1.36574,103.85609
54389,Ang Mo Kio Ave 10,Blk 465,54389 - Blk 465,1.36639,103.85661
54391,Ang Mo Kio Ave 8,Aft Ang Mo Kio Int,54391 - Aft Ang Mo Kio Int,1.37162,103.84829
54399,Ang Mo Kio Ave 8,Bef Ang Mo Kio Stn Exit B,54399 - Bef Ang Mo Kio Stn Exit B,1.37137,103.84866
54401,Ang Mo Kio St 52,Blk 522,54401 - Blk 522,1.37295,103.85164
54409,Ang Mo Kio St 52,Opp Blk 522,54409 - Opp Blk 522,1.37271,103.85214
54411,Ang Mo Kio St 52,Blk 527,54411 - Blk 527,1.37235,103.85423
54419,Ang Mo Kio St 52,Opp Blk 527,54419 - Opp Blk 527,1.37206,103.85489
54429,Ang Mo Kio St 54,Blk 561,54429 - Blk 561,1.37034,103.85818
54439,Ang Mo Kio St 54,Blk 549,54439 - Blk 549,1.37328,103.85715
54441,Ang Mo Kio St 53,Blk 507,54441 - Blk 507,1.37418,103.85077
54449,Ang Mo Kio St 53,Opp Blk 507,54449 - Opp Blk 507,1.37461,103.85089
54451,Ang Mo Kio Ave 5,Blk 643,54451 - Blk 643,1.37724,103.8406
54459,Ang Mo Kio Ave 5,Blk 151,54459 - Blk 151,1.37693,103.8412
54461,Ang Mo Kio Ave 5,Blk 649,54461 - Blk 649,1.37748,103.8434
54469,Ang Mo Kio Ave 5,Opp Blk 649,54469 - Opp Blk 649,1.3772,103.8435
54471,Ang Mo Kio Ave 5,Opp Blk 538,54471 - Opp Blk 538,1.37613,103.8533
54479,Ang Mo Kio Ave 5,Blk 538,54479 - Blk 538,1.37579,103.8532
54481,Ang Mo Kio Ave 5,ITE Coll Ctrl,54481 - ITE Coll Ctrl,1.37599,103.85577
54489,Ang Mo Kio Ave 5,Opp ITE Coll Ctrl,54489 - Opp ITE Coll Ctrl,1.37568,103.85542
54491,Ang Mo Kio Ave 5,Aft CTE,54491 - Aft CTE,1.37717,103.8601
54499,Ang Mo Kio Ave 5,Bef CTE,54499 - Bef CTE,1.37701,103.86055
54501,Ang Mo Kio Ave 5,Opp AMK Ind Pk 2,54501 - Opp AMK Ind Pk 2,1.37787,103.86266
54509,Ang Mo Kio Ave 5,Aft Blk 5000,54509 - Aft Blk 5000,1.37759,103.86257
54511,Ang Mo Kio Ind Pk 2,Blk 5032,54511 - Blk 5032,1.37219,103.86332
54519,Ang Mo Kio Ind Pk 2,Extra Space,54519 - Extra Space,1.37212,103.86454
54521,Ang Mo Kio Ind Pk 2,Blk 5046,54521 - Blk 5046,1.37343,103.86289
54529,Ang Mo Kio Ind Pk 2,Opp Blk 5043,54529 - Opp Blk 5043,1.37336,103.86304
54531,Bishan Rd,Opp Bishan Pk,54531 - Opp Bishan Pk,1.3584,103.85133
54539,Bishan Rd,Bishan Pk,54539 - Bishan Pk,1.35857,103.85105
54571,Ang Mo Kio Ave 10,Blk 532,54571 - Blk 532,1.37425,103.85492
54579,Ang Mo Kio Ave 10,Blk 540,54579 - Blk 540,1.37488,103.85483
54581,Ang Mo Kio Ave 10,Blk 574,54581 - Blk 574,1.37106,103.85666
54589,Ang Mo Kio Ave 10,Blk 555,54589 - Blk 555,1.37173,103.85672
54591,Ang Mo Kio Ind Pk 2,Opp Blk 5060,54591 - Opp Blk 5060,1.37531,103.86177
54599,Ang Mo Kio Ind Pk 2,Blk 5056,54599 - Blk 5056,1.37489,103.8618
54601,Ang Mo Kio Ave 10,Townsville Pr Sch,54601 - Townsville Pr Sch,1.35942,103.85515
54609,Ang Mo Kio Ave 10,Opp Townsville Pr Sch,54609 - Opp Townsville Pr Sch,1.35936,103.85529
54611,Ang Mo Kio Ave 1,Blk 220,54611 - Blk 220,1.36489,103.84057
54619,Ang Mo Kio Ave 1,Opp Blk 220,54619 - Opp Blk 220,1.36467,103.8405
54621,Ang Mo Kio Ave 1,Blk 223,54621 - Blk 223,1.36595,103.83773
54629,Ang Mo Kio Ave 1,Opp Blk 223,54629 - Opp Blk 223,1.36559,103.83802
54631,Ang Mo Kio Ind Pk 2,Bef Ang Mo Kio Ind Pk 2A,54631 - Bef Ang Mo Kio Ind Pk 2A,1.37702,103.86698
54641,Ang Mo Kio Ind Pk 2,Sing Ind Cplx,54641 - Sing Ind Cplx,1.37574,103.86461
54651,Ang Mo Kio Ave 5,Opp Techplace 2,54651 - Opp Techplace 2,1.37854,103.86552
54659,Ang Mo Kio Ave 5,Techplace 2,54659 - Techplace 2,1.37834,103.86686
55011,Yio Chu Kang Rd,Bef Lentor Stn Exit 5,55011 - Bef Lentor Stn Exit 5,1.38226,103.8357
55019,Yio Chu Kang Rd,Aft Lentor Stn Exit 4,55019 - Aft Lentor Stn Exit 4,1.38221,103.83605
55021,Yio Chu Kang Rd,Opp Seasons Pk,55021 - Opp Seasons Pk,1.3857,103.83873
55029,Yio Chu Kang Rd,Seasons Pk,55029 - Seasons Pk,1.38565,103.83917
55031,Yio Chu Kang Rd,Opp NCS Hub,55031 - Opp NCS Hub,1.38945,103.8436
55039,Yio Chu Kang Rd,NCS Hub,55039 - NCS Hub,1.38916,103.84383
55041,Yio Chu Kang Rd,Aft AMK St 64/Apple SG,55041 - Aft AMK St 64/Apple SG,1.39122,103.84603
55049,Yio Chu Kang Rd,Bef AMK St 64/Apple SG,55049 - Bef AMK St 64/Apple SG,1.39111,103.84659
55051,Yio Chu Kang Rd,Opp ST Electronics,55051 - Opp ST Electronics,1.3924,103.84896
55059,Yio Chu Kang Rd,ST Electronics,55059 - ST Electronics,1.39208,103.8491
55071,Yio Chu Kang Rd,Bef Econ Medicare Ctr,55071 - Bef Econ Medicare Ctr,1.39246,103.85262
55079,Yio Chu Kang Rd,Aft Econ Medicare Ctr,55079 - Aft Econ Medicare Ctr,1.39195,103.85337
55081,Yio Chu Kang Rd,Opp Sunrise Gdns,55081 - Opp Sunrise Gdns,1.39177,103.85597
55089,Yio Chu Kang Rd,Aft Sunrise Gdns,55089 - Aft Sunrise Gdns,1.39129,103.8563
55101,Yio Chu Kang Rd,Opp Serenity Pk,55101 - Opp Serenity Pk,1.39094,103.85968
55109,Yio Chu Kang Rd,Serenity Pk,55109 - Serenity Pk,1.39049,103.85993
55111,Ang Mo Kio Ave 5,Blk 180,55111 - Blk 180,1.37696,103.83777
55119,Ang Mo Kio Ave 5,Blk 617,55119 - Blk 617,1.37729,103.83785
55121,Ang Mo Kio Ave 5,Opp Blk 604,55121 - Opp Blk 604,1.37943,103.8352
55129,Ang Mo Kio Ave 5,Blk 604,55129 - Blk 604,1.37955,103.8355
55131,Ang Mo Kio Ave 4,Blk 612,55131 - Blk 612,1.37986,103.83966
55139,Ang Mo Kio Ave 4,Blk 641,55139 - Blk 641,1.37894,103.84007
55141,Ang Mo Kio Ave 4,Opp Blk 622,55141 - Opp Blk 622,1.38151,103.83902
55149,Ang Mo Kio Ave 4,Blk 622,55149 - Blk 622,1.38148,103.83927
55151,Ang Mo Kio Ave 9,Ang Mo Kio Comm Hosp,55151 - Ang Mo Kio Comm Hosp,1.38339,103.84033
55159,Ang Mo Kio Ave 9,Opp Ang Mo Kio Comm Hosp,55159 - Opp Ang Mo Kio Comm Hosp,1.38336,103.84065
55169,Ang Mo Kio St 61,Opp Yio Chu Kang CC,55169 - Opp Yio Chu Kang CC,1.38124,103.841
55171,Ang Mo Kio Ave 6,Castle Green,55171 - Castle Green,1.38578,103.84291
55179,Ang Mo Kio Ave 6,Opp Castle Green,55179 - Opp Castle Green,1.38599,103.84317
55181,Ang Mo Kio Ave 6,Opp Yio Chu Kang Stn,55181 - Opp Yio Chu Kang Stn,1.38143,103.84389
55189,Ang Mo Kio Ave 6,Yio Chu Kang Stn,55189 - Yio Chu Kang Stn,1.38296,103.84423
55199,Ang Mo Kio St 61,Blk 645,55199 - Blk 645,1.37952,103.84266
55201,Ang Mo Kio Ave 6,Aft Blk 648,55201 - Aft Blk 648,1.37859,103.84438
55209,Ang Mo Kio Ave 6,Opp Blk 646,55209 - Opp Blk 646,1.37863,103.84468
55211,Ang Mo Kio St 62,Aft Ang Mo Kio Fire Stn,55211 - Aft Ang Mo Kio Fire Stn,1.38622,103.84554
55219,Ang Mo Kio St 62,Bef Ang Mo Kio Ave 9,55219 - Bef Ang Mo Kio Ave 9,1.38561,103.84593
55221,Ang Mo Kio St 64,Aft Ang Mo Kio St 62,55221 - Aft Ang Mo Kio St 62,1.38779,103.84621
55229,Ang Mo Kio St 64,Bef Ang Mo Kio St 62,55229 - Bef Ang Mo Kio St 62,1.38851,103.84592
55231,Ang Mo Kio St 63,Liuxun Sanhemiao Tp,55231 - Liuxun Sanhemiao Tp,1.38576,103.84832
55239,Ang Mo Kio St 63,Bef AMK St 64,55239 - Bef AMK St 64,1.387,103.84804
55241,Lentor Ave,Aft Yio Chu Kang Rd,55241 - Aft Yio Chu Kang Rd,1.38955,103.84032
55249,Lentor Ave,Bef Yio Chu Kang Rd,55249 - Bef Yio Chu Kang Rd,1.38954,103.84068
55251,Lentor Ave,Countryside Est,55251 - Countryside Est,1.39094,103.83886
55259,Lentor Ave,Opp Countryside Est,55259 - Opp Countryside Est,1.39143,103.83861
55261,Lentor Ave,Bullion Pk Condo,55261 - Bullion Pk Condo,1.39203,103.83693
55269,Lentor Ave,Opp Bullion Pk Condo,55269 - Opp Bullion Pk Condo,1.39267,103.8363
55281,Lentor Ave,Aft SLE,55281 - Aft SLE,1.39814,103.82881
55289,Lentor Ave,LP 94,55289 - LP 94,1.39844,103.82904
