BusStopCode,RoadName,Description,FullName,Latitude,Longitude
10009,Bt Merah Ctrl,Bt Merah Int,10009 - Bt Merah Int,1.2821,103.81722
10011,New Bridge Rd,Bef Neil Rd,10011 - Bef Neil Rd,1.27774,103.8375
10017,Eu Tong Sen St,Aft Hosp Dr,10017 - Aft Hosp Dr,1.27832,103.83763
10018,Eu Tong Sen St,Outram Pk Stn Exit 6/SGH,10018 - Outram Pk Stn Exit 6/SGH,1.27901,103.8386
10021,Neil Rd,Blk 3,10021 - Blk 3,1.27745,103.83839
10041,Kg Bahru Rd,Bef Kampong Bahru Ter,10041 - Bef Kampong Bahru Ter,1.27606,103.83519
10049,Kg Bahru Rd,Opp Kampong Bahru Ter,10049 - Opp Kampong Bahru Ter,1.27623,103.83484
10051,Jln Bt Merah,Blk 149,10051 - Blk 149,1.27741,103.83214
10059,Jln Bt Merah,Opp Blk 149,10059 - Opp Blk 149,1.2774,103.83275
10061,Jln Bt Merah,Blk 140,10061 - Blk 140,1.2786,103.82949
10069,Jln Bt Merah,Opp Blk 140,10069 - Opp Blk 140,1.27855,103.83008
10071,Jln Bt Merah,Blk 111,10071 - Blk 111,1.28045,103.82639
10079,Jln Bt Merah,Blk 201,10079 - Blk 201,1.2804,103.82709
10081,Jln Bt Merah,Opp Blk 120,10081 - Opp Blk 120,1.28228,103.82242
10089,Jln Bt Merah,Blk 119,10089 - Blk 119,1.28292,103.82166
10091,Jln Bt Merah,Bt Merah Town Ctr,10091 - Bt Merah Town Ctr,1.28394,103.81784
10099,Jln Bt Merah,Opp Bt Merah Town Ctr,10099 - Opp Bt Merah Town Ctr,1.28421,103.81766
10101,Jln Bt Merah,Opp Bt Merah Sec Sch,10101 - Opp Bt Merah Sec Sch,1.28506,103.81378
10109,Jln Bt Merah,Bt Merah Sec Sch,10109 - Bt Merah Sec Sch,1.28535,103.81371
10111,Jln Bt Merah,Opp Blk 28,10111 - Opp Blk 28,1.28593,103.80935
10119,Jln Bt Merah,Opp Pacific Tech Ctr,10119 - Opp Pacific Tech Ctr,1.28598,103.81123
10121,Kim Tian Rd,Blk 126 CP,10121 - Blk 126 CP,1.2826,103.82891
10129,Kim Tian Rd,Blk 121,10129 - Blk 121,1.28232,103.82857
10131,Jln Bt Merah,Opp Blk 2,10131 - Opp Blk 2,1.28619,103.80687
10139,Jln Bt Merah,Blk 1,10139 - Blk 1,1.28635,103.8081
10141,Tiong Bahru Rd,Blk 18,10141 - Blk 18,1.28584,103.83238
10149,Tiong Bahru Rd,Blk 1,10149 - Blk 1,1.28607,103.83283
10151,Tiong Bahru Rd,Ctrl Green Condo,10151 - Ctrl Green Condo,1.28572,103.82853
10161,Tiong Bahru Rd,Opp Tiong Bahru Stn/Plaza,10161 - Opp Tiong Bahru Stn/Plaza,1.28593,103.82669
10169,Tiong Bahru Rd,Tiong Bahru Stn/Plaza,10169 - Tiong Bahru Stn/Plaza,1.286,103.82748
10171,Tiong Bahru Rd,Opp Tiong Bahru Pk,10171 - Opp Tiong Bahru Pk,1.28737,103.82346
10179,Tiong Bahru Rd,Tiong Bahru Pk,10179 - Tiong Bahru Pk,1.28722,103.82396
10181,Tiong Bahru Rd,Bef Ar-Rabitah Mque,10181 - Bef Ar-Rabitah Mque,1.2885,103.8211
10189,Tiong Bahru Rd,Blk 104A CP,10189 - Blk 104A CP,1.28859,103.82183
10191,Tiong Bahru Rd,Blk 78,10191 - Blk 78,1.2886,103.81903
10199,Tiong Bahru Rd,Delta Swim Cplx,10199 - Delta Swim Cplx,1.28876,103.81937
10201,Tiong Bahru Rd,Opp Redhill Stn,10201 - Opp Redhill Stn,1.28928,103.81663
10209,Tiong Bahru Rd,Redhill Stn,10209 - Redhill Stn,1.28955,103.81673
10211,Leng Kee Rd,BMW Eurokars Auto,10211 - BMW Eurokars Auto,1.29075,103.81144
10219,Leng Kee Rd,Skoda S'pore/Volkswagen Grp,10219 - Skoda S'pore/Volkswagen Grp,1.29084,103.81181
10221,Ganges Ave,Ganges Ctr,10221 - Ganges Ctr,1.29033,103.83112
10229,Ganges Ave,Opp Harvest Mansions,10229 - Opp Harvest Mansions,1.29052,103.83178
10231,Ganges Ave,Blk 51 CP,10231 - Blk 51 CP,1.29042,103.82788
10239,Ganges Ave,Blk 79,10239 - Blk 79,1.29061,103.82865
10241,Alexandra Rd,Gan Eng Seng Sec Sch,10241 - Gan Eng Seng Sec Sch,1.29062,103.82362
10249,Alexandra Rd,Opp Gan Eng Seng Sec Sch,10249 - Opp Gan Eng Seng Sec Sch,1.29088,103.82408
10261,Alexandra Rd,Delta Sports Hall,10261 - Delta Sports Hall,1.2909,103.82047
10269,Alexandra Rd,Opp Delta Sports Hall,10269 - Opp Delta Sports Hall,1.29125,103.82058
10271,Alexandra Rd,Opp Tanglin View,10271 - Opp Tanglin View,1.29116,103.81758
10279,Alexandra Rd,Tanglin View,10279 - Tanglin View,1.29151,103.81758
10281,Alexandra Rd,SIS Bldg,10281 - SIS Bldg,1.29154,103.81445
10287,Alexandra Rd,Opposite Cycle & Carriage,10287 - Opposite Cycle & Carriage,1.29191,103.81341
10289,Alexandra Rd,Opp SIS Bldg,10289 - Opp SIS Bldg,1.29187,103.81441
10291,Alexandra Rd,Opp Dawson Pl,10291 - Opp Dawson Pl,1.29216,103.81066
10299,Alexandra Rd,Aft Dawson Pl,10299 - Aft Dawson Pl,1.29233,103.81146
10321,Tanglin Rd,Opp Grace Ably of God Ch,10321 - Opp Grace Ably of God Ch,1.29428,103.81588
10329,Tanglin Rd,Crescent Girls' Sch,10329 - Crescent Girls' Sch,1.29365,103.81597
10331,Henderson Rd,Bef Bt Merah Ctrl,10331 - Bef Bt Merah Ctrl,1.28136,103.81834
10339,Henderson Rd,Aft Bt Merah Ctrl,10339 - Aft Bt Merah Ctrl,1.28116,103.81857
10341,Henderson Rd,Opp Blk 116,10341 - Opp Blk 116,1.28485,103.82059
10349,Henderson Rd,Blk 116,10349 - Blk 116,1.28498,103.82101
10351,Henderson Rd,Blk 95B,10351 - Blk 95B,1.28676,103.82205
10359,Henderson Rd,Opp Blk 95C,10359 - Opp Blk 95C,1.28724,103.82259
10361,Lower Delta Rd,Cendex Ctr,10361 - Cendex Ctr,1.28038,103.82353
10369,Lower Delta Rd,Opp Cendex Ctr,10369 - Opp Cendex Ctr,1.28037,103.82387
10371,Lower Delta Rd,Blk 129,10371 - Blk 129,1.28365,103.8245
10379,Lower Delta Rd,Blk 25B,10379 - Blk 25B,1.28374,103.8249
10381,Lower Delta Rd,Opp Blk 48,10381 - Opp Blk 48,1.28907,103.82559
10389,Lower Delta Rd,Blk 48,10389 - Blk 48,1.28876,103.82573
10391,Kg Bahru Rd,Opp Melati Blk 2,10391 - Opp Melati Blk 2,1.27627,103.83126
10399,Kg Bahru Rd,Melati Blk 2,10399 - Melati Blk 2,1.27588,103.83019
10401,Hoy Fatt Rd,Shriro Hse,10401 - Shriro Hse,1.28817,103.81168
10409,Hoy Fatt Rd,Blk 50,10409 - Blk 50,1.28788,103.81099
10411,Hoy Fatt Rd,Opp Blk 53,10411 - Opp Blk 53,1.28913,103.81281
10419,Hoy Fatt Rd,Blk 52,10419 - Blk 52,1.28842,103.81258
10421,Lengkok Bahru,Blk 63B,10421 - Blk 63B,1.28896,103.81498
10429,Lengkok Bahru,Blk 54,10429 - Blk 54,1.28928,103.81405
10431,Lengkok Bahru,Enabling Village,10431 - Enabling Village,1.2872,103.81398
10439,Lengkok Bahru,Opp Enabling Village,10439 - Opp Enabling Village,1.28748,103.81419
10441,Lengkok Bahru,Opp Blk 44,10441 - Opp Blk 44,1.28657,103.81161
10449,Lengkok Bahru,Blk 44,10449 - Blk 44,1.28667,103.81195
10451,Redhill Rd,Opp Blk 71,10451 - Opp Blk 71,1.28762,103.81726
10459,Redhill Rd,Blk 72,10459 - Blk 72,1.28755,103.8164
10461,Kay Siang Rd,Opp Blk 95,10461 - Opp Blk 95,1.29681,103.81169
10469,Kay Siang Rd,Bef Margaret Dr,10469 - Bef Margaret Dr,1.29668,103.81217
10471,Kay Siang Rd,Bef Tanglin Rd,10471 - Bef Tanglin Rd,1.2968,103.81468
10479,Kay Siang Rd,Aft Tanglin Rd,10479 - Aft Tanglin Rd,1.29668,103.81547
10481,Redhill Cl,Opp Blk 73,10481 - Opp Blk 73,1.28784,103.81797
10489,Redhill Cl,Blk 73,10489 - Blk 73,1.28812,103.81778
10499,Spooner Rd,Kampong Bahru Ter,10499 - Kampong Bahru Ter,1.27585,103.83401
10501,Jln Bt Merah,Blk 104,10501 - Blk 104,1.28106,103.82528
10519,Delta Rd,Blk 4,10519 - Blk 4,1.29173,103.82612
10599,Jln Rumah Tinggi,Opp Blk 36,10599 - Opp Blk 36,1.28883,103.80925
10651,Bt Merah Ctrl,Blk 161,10651 - Blk 161,1.2833,103.81548
10659,Bt Merah Ctrl,Blk 1003,10659 - Blk 1003,1.28362,103.81473
11001,Ghim Moh Rd,Opposite Ghim Moh Terminal,11001 - Opposite Ghim Moh Terminal,1.31107,103.78916
11009,Ghim Moh Rd,Ghim Moh Ter,11009 - Ghim Moh Ter,1.31107,103.78932
11019,Jln Bt Merah,Bef Blk 2,11019 - Bef Blk 2,1.2868,103.80566
11021,Queensway,Aft Queenstown NPC HQ,11021 - Aft Queenstown NPC HQ,1.28942,103.80229
11029,Queensway,Blk 166/Aft Mei Chin Rd,11029 - Blk 166/Aft Mei Chin Rd,1.29013,103.80202
11031,Queensway,Opp Queen's Cl,11031 - Opp Queen's Cl,1.2912,103.80046
11039,Queensway,Blk 19,11039 - Blk 19,1.29246,103.79999
11041,Queensway,Aft C'wealth Dr,11041 - Aft C'wealth Dr,1.29624,103.79952
11049,Queensway,Opp Blessed Sacrament Ch,11049 - Opp Blessed Sacrament Ch,1.29546,103.79953
11051,Queensway,Opp Queenstown Polyclinic,11051 - Opp Queenstown Polyclinic,1.29872,103.8003
11059,Queensway,Queenstown Polyclinic,11059 - Queenstown Polyclinic,1.29883,103.80097
11061,Queensway,Opp Queensway Sec Sch,11061 - Opp Queensway Sec Sch,1.30266,103.80119
11069,Queensway,Queensway Sec Sch,11069 - Queensway Sec Sch,1.30237,103.80162
11071,Queensway,Blk 97,11071 - Blk 97,1.30621,103.80171
11079,Queensway,Opp Blk 95,11079 - Opp Blk 95,1.30544,103.80185
11081,Queensway,Viz Holland,11081 - Viz Holland,1.30852,103.80258
11089,Queensway,Opp Holland Hill Lodge,11089 - Opp Holland Hill Lodge,1.30946,103.80334
11091,Farrer Rd,Leedon Green,11091 - Leedon Green,1.31219,103.80367
11099,Farrer Rd,Opp Leedon Green,11099 - Opp Leedon Green,1.31305,103.80438
11101,Farrer Rd,Empress Rd Mkt/FC,11101 - Empress Rd Mkt/FC,1.31615,103.80596
11109,Farrer Rd,Spanish Village,11109 - Spanish Village,1.31552,103.80574
11111,Farrer Rd,Farrer Rd Stn Exit B,11111 - Farrer Rd Stn Exit B,1.3178,103.80772
11119,Farrer Rd,Farrer Rd Stn Exit A,11119 - Farrer Rd Stn Exit A,1.31748,103.80786
11131,C'wealth Ave,Queens Condo,11131 - Queens Condo,1.29288,103.80707
11139,C'wealth Ave,Blk 53A CP,11139 - Blk 53A CP,1.2932,103.80745
11141,C'wealth Ave,Queenstown Stn Exit A/D,11141 - Queenstown Stn Exit A/D,1.29464,103.80583
11149,C'wealth Ave,Queenstown Stn Exit B/C,11149 - Queenstown Stn Exit B/C,1.29506,103.80596
11151,C'wealth Ave,Blk 42,11151 - Blk 42,1.29864,103.80248
11159,C'wealth Ave,Aft Ch of Our Saviour,11159 - Aft Ch of Our Saviour,1.298,103.80363
11161,C'wealth Ave,C'wealth Stn Exit A/D,11161 - C'wealth Stn Exit A/D,1.30213,103.79839
11169,C'wealth Ave,C'wealth Stn Exit B/C,11169 - C'wealth Stn Exit B/C,1.30271,103.79838
11171,C'wealth Ave,Opp Blk 7B,11171 - Opp Blk 7B,1.30536,103.7948
11179,C'wealth Ave,Blk 8,11179 - Blk 8,1.30628,103.79428
11181,C'wealth Ave,Opp Blk 43,11181 - Opp Blk 43,1.30722,103.79228
11189,C'wealth Ave,Blk 43,11189 - Blk 43,1.3074,103.79254
11191,C'wealth Ave West,The Star Vista,11191 - The Star Vista,1.30802,103.78837
11199,C'wealth Ave West,Blk 15,11199 - Blk 15,1.30838,103.78843
11201,Holland Rd,CSC Dempsey Clubhse,11201 - CSC Dempsey Clubhse,1.30693,103.81186
11209,Holland Rd,Opp Peirce Rd,11209 - Opp Peirce Rd,1.30817,103.81038
11211,Holland Rd,Aft Peirce Rd,11211 - Aft Peirce Rd,1.30839,103.8094
11219,Holland Rd,Great Eastern Mansions,11219 - Great Eastern Mansions,1.30989,103.80716
11221,Holland Rd,Lien Twrs,11221 - Lien Twrs,1.31002,103.80551
11229,Holland Rd,Sommerville Pk,11229 - Sommerville Pk,1.3106,103.80523
11231,Holland Rd,Aft Hyll on Holland,11231 - Aft Hyll on Holland,1.31115,103.8012
11239,Holland Rd,Fairlodge,11239 - Fairlodge,1.31153,103.80166
11259,Holland Dr,Opp Blk 21,11259 - Opp Blk 21,1.3112,103.79274
11261,Holland Rd,Holland Village,11261 - Holland Village,1.31223,103.79445
11269,Holland Rd,Opp Holland Village,11269 - Opp Holland Village,1.31256,103.79454
11271,Holland Rd,Aft East Sussex Lane,11271 - Aft East Sussex Lane,1.31473,103.79008
11279,Holland Rd,Aft Coronation Rd West,11279 - Aft Coronation Rd West,1.31467,103.79069
11281,Holland Rd,Aft Tan Boon Chong Ave,11281 - Aft Tan Boon Chong Ave,1.31623,103.78852
11289,Holland Rd,Opp Tan Boon Chong Ave,11289 - Opp Tan Boon Chong Ave,1.31619,103.78904
11291,Holland Rd,Cold Storage Jelita,11291 - Cold Storage Jelita,1.31793,103.78592
11299,Holland Rd,Opp Cold Storage Jelita,11299 - Opp Cold Storage Jelita,1.31827,103.78559
11301,Sixth Ave,Hse No. 578,11301 - Hse No. 578,1.31804,103.7879
11309,Sixth Ave,Hse No. 589,11309 - Hse No. 589,1.31862,103.78843
11311,Sixth Ave,Hse No. 532,11311 - Hse No. 532,1.3199,103.78919
11319,Sixth Ave,Opp Hse No. 516,11319 - Opp Hse No. 516,1.32031,103.7896
11321,Sixth Ave,Opp Regent Villa,11321 - Opp Regent Villa,1.32123,103.7901
11329,Sixth Ave,Regent Villa,11329 - Regent Villa,1.32236,103.79098
11331,Sixth Ave,Opp Dynasty Gdn II,11331 - Opp Dynasty Gdn II,1.32321,103.79145
11339,Sixth Ave,Dynasty Lodge,11339 - Dynasty Lodge,1.32399,103.79205
11341,Sixth Ave,Garlick Ville,11341 - Garlick Ville,1.32552,103.79283
11349,Sixth Ave,Opp Garlick Ville,11349 - Opp Garlick Ville,1.32563,103.79304
11351,Ghim Moh Rd,Blk 13,11351 - Blk 13,1.30935,103.78945
11359,Ghim Moh Rd,Opp Blk 13,11359 - Opp Blk 13,1.30931,103.78969
11361,Nth Buona Vista Rd,Buona Vista Stn Exit C,11361 - Buona Vista Stn Exit C,1.3065,103.79058
11369,Nth Buona Vista Rd,Buona Vista Stn Exit D,11369 - Buona Vista Stn Exit D,1.30633,103.79085
11381,Holland Dr,Blk 10A,11381 - Blk 10A,1.30841,103.79328
11389,Holland Dr,Buona Vista CC,11389 - Buona Vista CC,1.30907,103.79293
11401,Holland Ave,Holland V Stn/Blk12,11401 - Holland V Stn/Blk12,1.30907,103.79507
11409,Holland Ave,Blk 9,11409 - Blk 9,1.30764,103.79433
11419,Holland Ave,Holland V Stn Exit A,11419 - Holland V Stn Exit A,1.31103,103.79604
11429,C'wealth Dr,Opp Blk 115B,11429 - Opp Blk 115B,1.30454,103.79836
11439,C'wealth Dr,Blk 92,11439 - Blk 92,1.30606,103.8003
11441,C'wealth Dr,Blk 58,11441 - Blk 58,1.2978,103.79754
11449,C'wealth Dr,Blk 37B,11449 - Blk 37B,1.29841,103.7976
11451,C'wealth Dr,Blk 72,11451 - Blk 72,1.30035,103.79707
11459,C'wealth Dr,Blk 50,11459 - Blk 50,1.30097,103.79685
11469,Margaret Dr,Queensway Sec Sch,11469 - Queensway Sec Sch,1.30114,103.80189
11471,Margaret Dr,Opp The Fisherman Ch,11471 - Opp The Fisherman Ch,1.29952,103.80315
11481,Margaret Dr,Queenstown Lib,11481 - Queenstown Lib,1.29812,103.80601
11489,Margaret Dr,Blk 30,11489 - Blk 30,1.29882,103.8044
11491,Margaret Dr,Opp Queenstown Pr Sch,11491 - Opp Queenstown Pr Sch,1.2971,103.80764
11499,Margaret Dr,Queenstown Pr Sch,11499 - Queenstown Pr Sch,1.29685,103.80789
11511,Alexandra Rd,Alexandra Hosp,11511 - Alexandra Hosp,1.28595,103.80252
11519,Alexandra Rd,Opp Queensway Shop Ctr,11519 - Opp Queensway Shop Ctr,1.28666,103.80334
11521,Alexandra Rd,Anchorpoint,11521 - Anchorpoint,1.28857,103.80543
11529,Alexandra Rd,Bef IKEA Ind Bldg,11529 - Bef IKEA Ind Bldg,1.28903,103.80609
11531,Alexandra Rd,Opp Lea Hin Hardware Fty,11531 - Opp Lea Hin Hardware Fty,1.29109,103.80753
11539,Alexandra Rd,Lea Hin Hardware Fty,11539 - Lea Hin Hardware Fty,1.29117,103.80786
11541,Stirling Rd,Opp Queens,11541 - Opp Queens,1.29236,103.80579
11551,Stirling Rd,Tiong Ghee Tp,11551 - Tiong Ghee Tp,1.29127,103.8041
11561,Stirling Rd,Blk 166,11561 - Blk 166,1.29107,103.80248
11579,Mei Ling St,Blk 158,11579 - Blk 158,1.29256,103.80303
11589,Mei Ling St,Blk 157,11589 - Blk 157,1.29299,103.80401
11599,Mei Ling St,Blk 153,11599 - Blk 153,1.29421,103.80315
11609,Mei Chin Rd,Blk 163,11609 - Blk 163,1.29189,103.80212
12021,Holland Rd,Bef Moonbeam Wk,12021 - Bef Moonbeam Wk,1.31908,103.78243
12029,Holland Rd,Opp Moonbeam Wk,12029 - Opp Moonbeam Wk,1.31958,103.78244
12031,Ulu Pandan Rd,Pandan Valley Condo,12031 - Pandan Valley Condo,1.3208,103.77963
12039,Ulu Pandan Rd,Opp Pandan Valley Condo,12039 - Opp Pandan Valley Condo,1.32105,103.78019
12041,Ulu Pandan Rd,Aft Pandan Valley,12041 - Aft Pandan Valley,1.32049,103.77653
12049,Ulu Pandan Rd,Opp Pandan Valley,12049 - Opp Pandan Valley,1.32091,103.77656
12051,Ulu Pandan Rd,Pine Gr Condo,12051 - Pine Gr Condo,1.32043,103.77506
12059,Ulu Pandan Rd,Opp Pine Gr Condo,12059 - Opp Pine Gr Condo,1.32073,103.77516
12061,Clementi Rd,Blk 109,12061 - Blk 109,1.32179,103.77087
12069,Clementi Rd,Opp Blk 109A,12069 - Opp Blk 109A,1.32143,103.77105
12071,Clementi Rd,Blk 116,12071 - Blk 116,1.32402,103.77219
12079,Clementi Rd,Opp Blk 116,12079 - Opp Blk 116,1.32383,103.77263
12081,Clementi Rd,Clementi N'hood Pk,12081 - Clementi N'hood Pk,1.32647,103.77543
12089,Clementi Rd,Opp Maju Camp,12089 - Opp Maju Camp,1.32626,103.77571
12091,Clementi Rd,SIM Campus,12091 - SIM Campus,1.32918,103.77715
12099,Clementi Rd,Opp SIM Campus,12099 - Opp SIM Campus,1.32784,103.77671
12101,Clementi Rd,Ngee Ann Poly,12101 - Ngee Ann Poly,1.33244,103.77769
12109,Clementi Rd,Opp Ngee Ann Poly,12109 - Opp Ngee Ann Poly,1.33082,103.77801
12111,Ulu Pandan Rd,Bef Clementi Rd,12111 - Bef Clementi Rd,1.31912,103.77223
12119,Ulu Pandan Rd,Police KINS Trg Camp,12119 - Police KINS Trg Camp,1.31965,103.77279
12121,Ghim Moh Rd,Blk 7,12121 - Blk 7,1.31165,103.78715
12129,Ghim Moh Rd,Blk 3,12129 - Blk 3,1.31182,103.78733
12131,Mt Sinai Rd,Aft Grove Ave,12131 - Aft Grove Ave,1.31416,103.78506
12139,Mt Sinai Rd,Aft Mt Sinai Lane,12139 - Aft Mt Sinai Lane,1.31453,103.78504
12141,Mt Sinai Rd,Opp Henry Pk,12141 - Opp Henry Pk,1.31574,103.78239
12149,Mt Sinai Rd,Henry Pk,12149 - Henry Pk,1.31577,103.78266
12151,Moonbeam Walk,Bef Moonbeam Terr,12151 - Bef Moonbeam Terr,1.31865,103.78128
12169,Pandan Valley,Pandan Valley,12169 - Pandan Valley,1.31917,103.77724
12179,Mt Sinai Rise,Montview,12179 - Montview,1.3168,103.77699
12189,Mt Sinai Rise,Bef Mt Sinai Dr,12189 - Bef Mt Sinai Dr,1.31643,103.78022
12199,Mt Sinai Rise,Opp Village Twr,12199 - Opp Village Twr,1.31548,103.77821
12201,Clementi Ave 6,LogisHub @ Clementi,12201 - LogisHub @ Clementi,1.32671,103.764
12209,Clementi Ave 6,Opp LogisHub @ Clementi,12209 - Opp LogisHub @ Clementi,1.32653,103.7643
12211,Mt Sinai Dr,Bef Mt Sinai Wk,12211 - Bef Mt Sinai Wk,1.31721,103.78071
13011,Napier Rd,Napier Stn Exit 2,13011 - Napier Stn Exit 2,1.3065,103.81932
13019,Napier Rd,Napier Stn Exit 1,13019 - Napier Stn Exit 1,1.30674,103.82013
13021,Holland Rd,Aft Min of Foreign Affairs,13021 - Aft Min of Foreign Affairs,1.30634,103.81431
13029,Holland Rd,Bef Tyersall Ave,13029 - Bef Tyersall Ave,1.30672,103.81452
13031,Tanglin Rd,Opp Chatsworth Rd,13031 - Opp Chatsworth Rd,1.29913,103.81707
13039,Tanglin Rd,Bef Chatsworth Rd,13039 - Bef Chatsworth Rd,1.29982,103.81744
13041,Tanglin Rd,Aft Camp Rd,13041 - Aft Camp Rd,1.30243,103.81968
13049,Tanglin Rd,Bef Rochalie Dr,13049 - Bef Rochalie Dr,1.30262,103.82045
13051,River Valley Rd,Opp Valley Pt,13051 - Opp Valley Pt,1.29334,103.82637
13059,River Valley Rd,Valley Pt,13059 - Valley Pt,1.29328,103.82663
13062,River Valley Rd,Stellar RV,13062 - Stellar RV,1.29477,103.82853
13063,River Valley Rd,RV Suites,13063 - RV Suites,1.29535,103.82964
13069,River Valley Rd,RV Residences,13069 - RV Residences,1.29488,103.82881
13071,River Valley Rd,Great World Stn Exit 5,13071 - Great World Stn Exit 5,1.29634,103.83294
13079,River Valley Rd,Great World Stn Exit 4,13079 - Great World Stn Exit 4,1.29612,103.83229
13081,River Valley Rd,St. Thomas Wk,13081 - St. Thomas Wk,1.29591,103.83624
13089,River Valley Rd,Opp St. Thomas Wk,13089 - Opp St. Thomas Wk,1.29575,103.83604
13091,River Valley Rd,Aft Kim Yam Rd,13091 - Aft Kim Yam Rd,1.29593,103.83938
13099,River Valley Rd,Bef Kim Yam Rd,13099 - Bef Kim Yam Rd,1.29578,103.83961
13101,River Valley Rd,Opp Mohd Sultan Rd,13101 - Opp Mohd Sultan Rd,1.29414,103.84231
13109,River Valley Rd,UE Sq/Bef Mohd Sultan Rd,13109 - UE Sq/Bef Mohd Sultan Rd,1.29351,103.84272
13119,Kim Seng Rd,Great World Stn Exit 3,13119 - Great World Stn Exit 3,1.29425,103.8325
13121,Zion Rd,Opp Great World City,13121 - Opp Great World City,1.29409,103.83084
13141,Hoot Kiam Rd,Aft Zion Full Gospel Ch,13141 - Aft Zion Full Gospel Ch,1.29764,103.82998
13159,Irwell Bank Rd,Bef Zion Full Gospel Ch,13159 - Bef Zion Full Gospel Ch,1.29796,103.83053
13169,Grange Rd,Grange 80 Condo,13169 - Grange 80 Condo,1.2991,103.82839
13171,Grange Rd,Gramercy Pk,13171 - Gramercy Pk,1.29907,103.82651
13179,Grange Rd,Cliveden At Grange,13179 - Cliveden At Grange,1.29926,103.82665
13181,Grange Rd,Aft One Tree Hill,13181 - Aft One Tree Hill,1.30023,103.82403
13189,Grange Rd,Bef One Tree Hill,13189 - Bef One Tree Hill,1.30038,103.82415
13191,Paterson Rd,Opp Orchard Stn Exit 12,13191 - Opp Orchard Stn Exit 12,1.30246,103.82978
13199,Paterson Rd,Aft Orchard Stn Exit 12,13199 - Aft Orchard Stn Exit 12,1.30213,103.82988
13201,Tanglin Rd,British High Commission,13201 - British High Commission,1.30454,103.8221
13209,Tanglin Rd,Opp British High Comsn,13209 - Opp British High Comsn,1.30403,103.82206
14009,Seah Im Rd,HarbourFront Int,14009 - HarbourFront Int,1.26704,103.81901
14011,Kg Bahru Rd,Bef Mt Faber Lodge,14011 - Bef Mt Faber Lodge,1.26795,103.82553
14019,Kg Bahru Rd,Opp Mt Faber Lodge,14019 - Opp Mt Faber Lodge,1.26849,103.82572
14021,Lower Delta Rd,The Pearl @ Mt Faber,14021 - The Pearl @ Mt Faber,1.27133,103.82478
14029,Lower Delta Rd,Blk 105,14029 - Blk 105,1.27247,103.82419
14031,Lower Delta Rd,St. Theresa's Convent,14031 - St. Theresa's Convent,1.27624,103.82306
14039,Lower Delta Rd,Opp St. Theresa's Convent,14039 - Opp St. Theresa's Convent,1.27664,103.82346
14041,Henderson Rd,Blk 54,14041 - Blk 54,1.27327,103.81247
14049,Henderson Rd,Opp Blk 55,14049 - Opp Blk 55,1.27324,103.81304
14051,Henderson Rd,Aft Telok Blangah Hts,14051 - Aft Telok Blangah Hts,1.27585,103.81516
14059,Henderson Rd,Bef Telok Blangah Hts,14059 - Bef Telok Blangah Hts,1.27603,103.81561
14061,Keppel Rd,Opp Former Railway Stn,14061 - Opp Former Railway Stn,1.27231,103.83862
14069,Keppel Rd,Former Railway Stn,14069 - Former Railway Stn,1.27254,103.83641
14071,Keppel Rd,Keppel Workshop,14071 - Keppel Workshop,1.2722,103.8339
14081,Keppel Rd,Tg Pagar DP Blk F5,14081 - Tg Pagar DP Blk F5,1.2709,103.83089
14089,Keppel Rd,Opp Tg Pagar DP Blk F5,14089 - Opp Tg Pagar DP Blk F5,1.27046,103.82979
14101,Keppel Rd,Opp Keppel DP Blk 517,14101 - Opp Keppel DP Blk 517,1.26838,103.82826
14109,Keppel Rd,Keppel DP Blk 517,14109 - Keppel DP Blk 517,1.26805,103.82722
14119,Telok Blangah Rd,Opp VivoCity,14119 - Opp VivoCity,1.26592,103.82228
14121,Telok Blangah Rd,Opp HarbourFront Int,14121 - Opp HarbourFront Int,1.26591,103.81926
14129,Telok Blangah Rd,HarbourFront Stn Exit A,14129 - HarbourFront Stn Exit A,1.26608,103.81978
14131,Telok Blangah Rd,Caribbean at Keppel Bay,14131 - Caribbean at Keppel Bay,1.2674,103.81675
14139,Telok Blangah Rd,Bef Seah Im Rd,14139 - Bef Seah Im Rd,1.26864,103.81547
14141,Telok Blangah Rd,HarbourFront Stn/Vivocity,14141 - HarbourFront Stn/Vivocity,1.26552,103.82211
14151,Telok Blangah Rd,Opp Chr Community Chapel,14151 - Opp Chr Community Chapel,1.26965,103.81294
14159,Telok Blangah Rd,Bef Chr Community Chapel,14159 - Bef Chr Community Chapel,1.26994,103.81315
14161,Telok Blangah Rd,Telok Blangah Stn,14161 - Telok Blangah Stn,1.27076,103.8101
14169,Telok Blangah Rd,Opp Telok Blangah Stn,14169 - Opp Telok Blangah Stn,1.27119,103.80942
14171,Telok Blangah Rd,Opp Yeo's Bldg,14171 - Opp Yeo's Bldg,1.27146,103.80655
14179,Telok Blangah Rd,Yeo's Bldg,14179 - Yeo's Bldg,1.27188,103.8063
14189,Telok Blangah Rd,Aft Alexandra Rd,14189 - Aft Alexandra Rd,1.27269,103.80398
14191,Depot Rd,Blk 105 CP,14191 - Blk 105 CP,1.28122,103.81211
14199,Depot Rd,Blk 118,14199 - Blk 118,1.28132,103.81275
14201,Depot Rd,Blk 110,14201 - Blk 110,1.28167,103.80915
14209,Depot Rd,Aft Hewlett Packard,14209 - Aft Hewlett Packard,1.28176,103.80959
