POSTALCODE,ADDRESS,NAME,LONGITUDE,LATITUDE
439878,40 AMBER ROAD,Coliwoo Amber Hotel Katong,103.901096194874,1.3008154172378
169056,259 OUTRAM ROAD,COLLER BOUTIQUE HOSTEL,103.834726678247,1.28500519507722
238840,100 Orchard Road,Concorde Hotel Singapore,103.842228053204,1.30061437146928
439885,42 AMBER ROAD,Coliwoo Amber Hotel,103.901244740584,1.30092010603163
169632,403 Havelock Road,Copthorne King Hotel Singapore,103.836642496764,1.28825959921985
329568,"99 IRRAWADDY ROAD, # 22-00 ROYAL SQUARE AT NOVENA",Courtyard By Marriott Singapore Novena,103.843165090044,1.32059476707049
389198,77A Geylang Road,Coziee Lodge,103.8728758866,1.31077389402222
98270,10 Sentosa Gateway,Crockfords Tower,103.819279861729,1.25593387293635
819664,75 Airport Boulevard,Crowne Plaza Changi Airport,103.987947172552,1.35868034734966
199471,55 BUSSORAH STREET,Cube @ Kampong Glam,103.859372517722,1.30162127482298
58971,76A SMITH STREET,CUBE @ smith street,103.843006363679,1.28316218264506
58967,68A Smith Street,Cube Family Boutique Capsule Hotel @ Chinatown,103.843161495087,1.28303982961697
169040,231 OUTRAM ROAD WANGZ HOTEL,D'Hotel,103.835010036802,1.2843221081918
68809,"6 SHENTON WAY, # 07-01 OUE DOWNTOWN",Dao by Dorsett AMTD Singapore,103.848408637443,1.27698070007554
399096,32 Lorong 8 Geylang,Darlene Hotel (Geylang),103.876969913442,1.3109012776859
228677,15 MACKENZIE ROAD CITY INN MACKENZIE,Dash Living on Mackenzie,103.849798670544,1.30437833815954
398806,25 Lorong 18 Geylang,Diamond Hotel,103.880838729546,1.3118599660474
488047,11 LAGUNA GOLF GREEN LAGUNA NATIONAL GOLF & COUNTRY CLUB,Dusit Thani Laguna Singapore,103.962657084899,1.32397331115705
98133,16 Sentosa Gateway,Equarius Hotel,103.816896687818,1.25767113430044
399167,5 LORONG 6 GEYLANG,five/6 Hotel Splendour,103.876690711173,1.31090999883113
389659,757 Geylang Road,Four Chain View Hotel,103.890924420622,1.31502461447216
169629,382 Havelock Road,"Four Points by Sheraton Singapore, Riverview",103.836603813301,1.28937098412522
248646,190 Orchard Boulevard,Four Seasons Hotel,103.828652722779,1.30521021365117
329710,255 Balestier Road,Fragrance Hotel - Balestier,103.852659081425,1.32197356951015
329808,418 Balestier Road,Fragrance Hotel - Classic,103.849620054775,1.32586521426719
534629,760 Upper Serangoon Road,Fragrance Hotel - Kovan,103.878733101613,1.35406396857104
338710,51 Lavender Street,Fragrance Hotel - Lavender,103.863070799569,1.30978959074307
329816,435 Balestier Road,Fragrance Hotel - Oasis,103.848604726388,1.32588741931206
118773,432 Pasir Panjang Road,Fragrance Hotel - Ocean View,103.768512802074,1.29241376307725
329715,263 Balestier Road,Fragrance Hotel - Rose,103.852564813209,1.32207178695444
98721,75 Wishart Road,Fragrance Hotel - Viva,103.813969784211,1.2698880661334
59804,60 Eu Tong Sen Street,Furama City Centre Singapore,103.844588552748,1.28647356154828
169633,405 Havelock Road,Furama Riverfront Singapore,103.836092838867,1.28763453813819
338716,85 Lavender Street,Hotel 81 - Lavender,103.862351670103,1.31075782011892
398741,23 Lorong 20 Geylang,Hotel 81 - Lucky,103.881497891026,1.31187964409268
399090,21 Lorong 8 Geylang,Hotel 81 - Orchid,103.877277745979,1.31119116358172
169753,1 Eng Hoon Street,Hotel 81 - Osaka,103.834966686156,1.28336484066759
398867,25 Lorong 16 Geylang,Hotel 81 - Palace,103.880119073255,1.31179140354756
399001,21 Lorong 12 Geylang,Hotel 81 - Princess,103.878632309021,1.31098893424992
208785,5 Jalan Besar,Hotel 81 - Rochor,103.853983386178,1.30375424119096
399035,1 LORONG 10 GEYLANG,hotel ascendere pte ltd,103.877736767198,1.31192211161234
59685,47 Hongkong Street,Hotel Bencoolen @ Hong Kong Street,103.847672305859,1.28709359119965
